酒店名称	酒店类型	位置信息	起价	评分	点评数
julietma公寓(花圃街分店)		近中央大街 · 中央大街/索菲亚大教堂/防洪纪念塔	¥1123起	5.0	共14条评论
忆宿家新公寓(南兴街分店)		近哈西万达广场 · 哈西万达广场	¥719起	4.9	共38条评论
哈尔滨冰城之家公寓(爱建路分店)		近卓展购物中心(哈尔滨店) · 中央大街/索菲亚大教堂/防洪纪念塔	¥241起	4.8	共23条评论
哈尔滨时尚1+1公寓	经济型	近哈西万达广场 · 哈西万达广场	¥505起	4.9	共37条评论
陈阿姨公寓(海河东路分店)		近哈尔滨国际会展中心 · 龙塔/会展中心	¥110起	4.7	共8条评论
云满庭舒适宾馆(哈尔滨理工大学黑龙江大学店)		近黑龙江大学 · 江南大学城	¥90起	4.4	共21条评论
哈尔滨凤轩旅馆	经济型	近黑龙江科技大学 · 冰雪大世界/太阳岛	¥50起	4.7	共6条评论
哈尔滨美墅城市别墅	经济型	近阿城站 · 阿城商业区	¥386起	4.9	共19条评论
紫火公寓(融江路分店)	经济型	近群力家园 · 群力新区	¥425起	4.9	共24条评论
石榴家公寓(哈尔滨大街1号分店)		近哈西万达广场 · 哈西万达广场	¥454起	5.0	共31条评论
哈尔滨溢泉酒店式公寓	经济型	近哈西大街地铁站 · 哈西万达广场	¥295起	4.9	共28条评论
桔子印象店民宿(延川大街分店)		近哈尔滨市阿城区第一中学 · 阿城商业区	¥144起	4.9	共6条评论
哈尔滨E佳人宾馆		近阿城区 · 阿城商业区	¥92起	4.1	共12条评论
天佑鲁商店公寓(学府路分店)		近哈达地铁站 · 医大二院/哈南站	¥206起	4.4	共5条评论
哈尔滨曼妥思宾馆		近江北大学城地铁站 · 江北大学城	¥71起	4.2	共11条评论
Rickyhome公寓(学府三道街1号分店)	经济型	近黑龙江大学 · 江南大学城	¥278起	4.9	共32条评论
哈尔滨格琳宾馆	经济型	近浦江国际 · 呼兰站	¥130起	4.4	共23条评论
顺鑫旅店(哈尔滨中央大街店)	经济型	近中央大街 · 中央大街/索菲亚大教堂/防洪纪念塔	¥160起	4.7	共5条评论
忆宿家新公寓(江泰街分店)	经济型	近上院 · 冰雪大世界/太阳岛	¥475起	4.7	共18条评论
哈尔滨千舍客栈		近哈尔滨站 · 哈尔滨站/果戈里商业区/医大一院	¥611起	4.9	共5条评论
忆宿家公寓(丰源街1号分店)		近万达华园 · 冰雪大世界/太阳岛	¥590起	4.8	共23条评论
忆宿家新公寓(河西街分店)		近凯德广场(埃德蒙顿路店) · 群力新区	¥733起	4.9	共27条评论
哈尔滨仔修公寓	经济型	近萤火虫蹦床主题公园（红星美凯龙店） · 哈西万达广场	¥254起	4.4	共9条评论
中屹公寓(会展中心店)	经济型	近哈尔滨国际会展中心 · 龙塔/会展中心	¥416起	4.5	共7条评论
凯悦宾馆(哈尔滨中央大街店)	经济型	近哈尔滨站 · 中央大街/索菲亚大教堂/防洪纪念塔	¥205起	4.7	共5条评论
鸿顺旅店(哈尔滨医大二院店)	经济型	近哈尔滨医科大学附属第二医院 · 医大二院/哈南站	¥184起	4.8	共11条评论
云木子公寓(赣水路分店)		近珠江路地铁站 · 龙塔/会展中心	¥319起	5.0	共5条评论
哈尔滨双城璞旭清雅商务会馆	经济型	近哈尔滨市双城区人民政府 · 双城	¥88起	4.8	共6条评论
哈尔滨丽都快捷宾馆	经济型	近哈尔滨东站 · 工程大学/哈尔滨东站	¥60起	4.3	共18条评论
哈尔滨鼎盛快捷宾馆	经济型	近呼兰第一中学 · 呼兰站	¥82起	4.6	共9条评论
哈尔滨星之悦民宿(中央大街店)	经济型	近中央大街 · 中央大街/索菲亚大教堂/防洪纪念塔	¥800起	4.5	共15条评论
哈尔滨华梅快捷旅馆	经济型	近融创茂(哈尔滨店) · 冰雪大世界/太阳岛	¥60起	4.6	共5条评论
宁之屋遇见民宿(沟沿街2号分店)		近中华巴洛克风情街 · 道外巴洛克	¥609起	4.4	共30条评论
哈尔滨电讯旅社	经济型	近哈尔滨东站 · 工程大学/哈尔滨东站	¥112起	4.1	共8条评论
哈尔滨精途酒店	经济型	近哈尔滨站 · 中央大街/索菲亚大教堂/防洪纪念塔	¥727起	4.6	共28条评论
木萝公寓(南直路分店)		近哈尔滨国际会展中心 · 龙塔/会展中心	¥505起	4.9	共8条评论
哈尔滨文景快乐驿站	经济型	近和平路/民生路(路口) · 龙塔/会展中心	¥62起	4.8	共5条评论
哈尔滨三王公寓	经济型	近江北大学城地铁站 · 江北大学城	¥49起	4.9	共25条评论
哈尔滨雷霆电竞酒店	经济型	近哈西万达广场 · 哈西万达广场	¥237起	4.3	共11条评论
彤欣客栈	经济型	近哈尔滨市第五医院 · 乐松广场/东北林业大学/香坊商业区	¥71起	4.7	共5条评论
哈尔滨恋家小宾馆		近红旗大街 · 龙塔/会展中心	¥71起	5.0	共5条评论
哈尔滨泊客弯宾馆	经济型	近江北大学城地铁站 · 江北大学城	¥103起	4.5	共8条评论
哈尔滨隆悦旅馆	经济型	近哈尔滨医科大学附属第二医院 · 医大二院/哈南站	¥150起	4.7	共5条评论
小欢喜哈尔滨公寓(长江路1号分店)		近东北农业大学 · 龙塔/会展中心	¥185起	5.0	共6条评论
忆厢小宿公寓(融江路分店)		近银泰城 · 群力新区	¥268起	4.8	共6条评论
宜天时尚宾馆(哈尔滨站北广场中央大街店)	经济型	近安发桥街 · 哈尔滨站/果戈里商业区/医大一院	¥123起	4.7	共7条评论
哈尔滨庆丰时尚旅馆		近黑龙江中医药大学附属第一医院 · 龙塔/会展中心	¥91起	4.9	共7条评论
徐甘民宿	经济型	近丽江路与友谊西路交叉口 · 群力新区	¥228起	4.8	共7条评论
哈尔滨爱家公寓	经济型	近黑龙江农垦职业学院 · 江北大学城	¥39起	5.0	共6条评论
哈尔滨东竹宾馆	经济型	近太平镇人民政府 · 太平国际机场地区	¥172起	4.6	共6条评论
小铛家公寓	经济型	近哈尔滨国际会展中心 · 龙塔/会展中心	¥307起	4.4	共5条评论
哈尔滨冰城快捷宾馆		近王府井购物中心(哈尔滨店) · 群力新区	¥194起	4.5	共7条评论
逸居公寓民宿(祥安南大街分店)		近世茂大道 · 冰雪大世界/太阳岛	¥261起	5.0	共7条评论
舒馨公寓(哈尔滨学院路店)	经济型	近黑龙江农垦职业学院 · 江北大学城	¥90起	4.6	共7条评论
冰城哈尔滨中央大街民宿(中央大街分店)		近中央大街 · 中央大街/索菲亚大教堂/防洪纪念塔	¥845起	5.0	共5条评论
卧虎藏龙666公寓(西兴街分店)		近西城红场 · 哈西万达广场	¥210起	5.0	共5条评论
邂逅拾光公寓民宿(天翔街分店)		近哈尔滨松北万象汇 · 冰雪大世界/太阳岛	¥272起	5.0	共5条评论
轻呈萧大侠公寓(群力第六大道分店)		近民生尚都福园 · 群力新区	¥1553起	5.0	共5条评论
冰雪娃娃精品民宿(工厂街分店)		近哈尔滨站 · 中央大街/索菲亚大教堂/防洪纪念塔	¥576起	4.9	共5条评论
一夕一夏复式民宿(呼兰大道分店)		近哈尔滨市呼兰区利民中学校 · 呼兰站	¥570起	4.9	共7条评论
栖息寻梦公寓(丁香大道分店)		近哈尔滨商业大学(北校区) · 冰雪大世界/太阳岛	¥421起	5.0	共5条评论
新龙门客栈小姐姐(永达路分店)		近地恒·托斯卡纳 · 呼兰站	¥408起	4.9	共6条评论
佳肴公寓(新马路分店)		近圣索菲亚教堂 · 道外巴洛克	¥369起	5.0	共7条评论
紫火公寓(北航街分店)		近理工大学地铁站 · 江南大学城	¥316起	4.8	共5条评论
水木佳期民宿(中兴大道分店)		近万达广场(哈尔滨哈西店) · 哈西万达广场	¥266起	5.0	共5条评论
亿洲民宿(王岗大街分店)		近哈尔滨西站 · 哈西万达广场	¥290起	4.9	共7条评论
竹惠公寓(融汇路分店)		近工农大街地铁站 · 群力新区	¥253起	5.0	共6条评论
沐萱新宿公寓(东七道街分店)		近中央大街 · 中央大街/索菲亚大教堂/防洪纪念塔	¥256起	4.6	共5条评论
公寓民宿(群力第六大道分店)		近群力大道 · 群力新区	¥231起	5.0	共5条评论
温馨回忆公寓(美术家大街分店)		近江北大学城地铁站 · 江北大学城	¥236起	4.8	共5条评论
温馨雅居666公寓(中源大道1号分店)		近东北虎林园 · 冰雪大世界/太阳岛	¥204起	5.0	共5条评论
华悦吖民宿(世祥路分店)		近融创茂(哈尔滨店) · 冰雪大世界/太阳岛	¥184起	5.0	共8条评论
平公街民宿(平公街分店)		近哈尔滨体育学院 · 龙塔/会展中心	¥179起	4.6	共7条评论
涵涵的公寓(浦阳东路分店)		近黑龙江省纪检监察干部学院 · 冰雪大世界/太阳岛	¥169起	5.0	共5条评论
wyg公寓(阿勒楚喀路分店)		近哈尔滨市阿城区人民医院 · 阿城商业区	¥156起	4.7	共7条评论
洪伟2001公寓(欣盛路1号分店)		近哈尔滨市呼兰区利民中学校 · 呼兰站	¥190起	4.9	共6条评论
哈尔滨瑞缘民宿	经济型	近富力城 · 冰雪大世界/太阳岛	¥271起	5.0	共5条评论
Sohe民宿(中央大街分店)		近中央大街	¥485起	4.9	共5条评论
麗枫酒店(哈尔滨公路大桥爱建店)	舒适型	近卓展购物中心(哈尔滨店) · 中央大街/索菲亚大教堂/防洪纪念塔	¥568起	4.7	共1376条评论
全季酒店(哈尔滨西站店)	舒适型	近哈尔滨西站 · 哈西万达广场	¥625起	4.8	共660条评论
汉庭酒店(哈尔滨站地铁站店)	经济型	近哈尔滨站 · 哈尔滨站/果戈里商业区/医大一院	¥639起	4.9	共149条评论
海友酒店(哈尔滨西站万达广场店)	舒适型	近哈西万达广场 · 哈西万达广场	¥470起	4.8	共278条评论
哈尔滨中央大街友谊路亚朵酒店	高档型	近哈尔滨冰雪乐园 · 中央大街/索菲亚大教堂/防洪纪念塔	¥1040起	4.9	共1320条评论
星程酒店(哈尔滨哈西万达酒店)	舒适型	近哈西万达广场 · 哈西万达广场	¥549起	4.9	共429条评论
如家酒店(哈尔滨凯德广场学府路地铁站店)	经济型	近学府路地铁站 · 江南大学城	¥458起	4.9	共863条评论
汉庭酒店(哈尔滨松北融创世茂大道店)	经济型	近哈尔滨松北万象汇 · 冰雪大世界/太阳岛	¥616起	4.9	共706条评论
如家商旅酒店(哈尔滨东大直街医大一院地铁站店)	舒适型	近哈尔滨医科大学附属第一医院 · 哈尔滨站/果戈里商业区/医大一院	¥760起	4.9	共346条评论
香橙假日酒店(哈尔滨儿童公园店)		近博物馆地铁站 · 哈尔滨站/果戈里商业区/医大一院	¥172起	3.9	共43条评论
哈尔滨松北美居酒店	高档型	近融创茂(哈尔滨店) · 冰雪大世界/太阳岛	¥839起	4.9	共861条评论
五常五福宾馆	经济型	近不夜城小区 · 五常	¥141起	4.5	共23条评论
木兰华瑞商务宾馆	经济型	近木兰大街 · 木兰	¥141起	4.9	共61条评论
通河一米阳光主题宾馆	经济型	近中央大街/隆达路(路口) · 通河	¥100起	4.8	共31条评论
亚布力克瑞丝莫斯木屋别墅群	舒适型	近亚布力温泉国际度假中心 · 尚志	¥5919起	4.9	共133条评论
尚客优酒店(巴彦荣耀官邸店)	经济型	近文华文化学校 · 巴彦	¥126起	4.9	共37条评论
皓沄公寓(宣化街分店)	经济型	近工程大学地铁站 · 工程大学/哈尔滨东站	¥249起	4.7	共56条评论
春辉旅店(哈尔滨火车站店)		近哈尔滨站前广场 · 哈尔滨站/果戈里商业区/医大一院	¥49起		共2条评论
哈尔滨旺角旅店	经济型	近哈尔滨东站地铁站 · 工程大学/哈尔滨东站	¥37起		共2条评论
老张头时尚旅店		近黑龙江农垦职业学院 · 江北大学城	¥31起		共4条评论
哈尔滨给粒电竞宾馆		龙塔/会展中心	¥196起	5.0	共6条评论
维也纳酒店(巴彦水韵阜财店)	舒适型	近文华文化学校 · 巴彦	¥284起	4.9	共232条评论
广电国际酒店(亚布力滑雪旅游度假区店)	豪华型	近亚布力滑雪旅游度假区 · 尚志	¥1750起	4.9	共42条评论
汉庭酒店(尚志龙城国际店)	经济型	尚志	¥265起	5.0	共13条评论
电力宾馆(尚志东一条路店)	舒适型	近中央大街/向阳路(路口) · 尚志	¥211起	4.7	共242条评论
如家酒店·neo(依兰县政府亿达广场通江路店)	经济型	近依兰县人民政府 · 依兰	¥146起	4.9	共298条评论
方正港湾大酒店	三星级	近文景小区 · 方正	¥141起	4.7	共94条评论
澜域商务酒店	经济型	近中央大街/向阳路(路口) · 尚志	¥143起	4.5	共11条评论
麗枫酒店(五常冠业商业街店)	舒适型	近不夜城小区 · 五常	¥285起	4.7	共64条评论
亚布力滑雪场双赢农家院		近亚布力森林温泉 · 尚志	¥437起	4.9	共37条评论
依兰希尔曼宾馆	经济型	近依兰县人民政府 · 依兰	¥142起	4.9	共82条评论
雪谷映山红客栈	经济型	近勇者家园 · 五常	¥397起	4.9	共37条评论
东方海悦商务宾馆 (五常通达大街店)	经济型	近不夜城小区 · 五常	¥145起	4.9	共525条评论
如家neo酒店(宾县龙广大厦店)	经济型	近宾县人民政府 · 宾县	¥199起	4.9	共23条评论
汤臣壹品休闲酒店	舒适型	近黄河路与泰山路交叉口 · 延寿	¥162起	4.8	共51条评论
亚布力亚布洛尼酒店	豪华型	近亚布力阳光度假村 · 尚志	¥4847起	4.7	共222条评论
和里民宿	经济型	近G301/绥满公路(路口) · 尚志	¥449起	5.0	共10条评论
亚布力滑雪场冬至夏至民宿		亚布力滑雪度假区内	¥592起	4.7	共11条评论
尚志万豪商务宾馆	经济型	近苏杭名都 · 尚志	¥172起	4.8	共194条评论
延寿萬鑫君悦酒店	舒适型	近延寿夜市 · 延寿	¥148起	5.0	共29条评论
五常宝立商务宾馆	经济型	近不夜城小区 · 五常	¥107起	4.7	共126条评论
汉庭酒店(依兰县政府通江路店)	经济型	近依兰县人民政府 · 依兰	¥173起	4.9	共302条评论
巴彦幸福人家商务宾馆	舒适型	近文华文化学校 · 巴彦	¥116起	4.9	共106条评论
亚布力直尚青雲别墅	经济型	近亚布力温泉国际度假中心 · 尚志	¥560起	4.9	共22条评论
亚布力闻雪阁豪华度假别墅	舒适型	亚布力滑雪度假区内	¥2445起	5.0	共51条评论
方正龙跃尊享酒店	舒适型	近方正县第一中学 · 方正	¥279起	4.8	共108条评论
依兰爱尚家公寓酒店	经济型	近依兰县高级中学 · 依兰	¥74起	4.8	共52条评论
亚布力青云居滑雪度假别墅	经济型	近亚布力温泉国际度假中心 · 尚志	¥726起	5.0	共24条评论
雪谷亿来客栈	经济型	近勇者家园 · 五常	¥175起	5.0	共61条评论
方正龙旗君悦首席宾馆	经济型	近雅居 · 方正	¥220起	4.8	共102条评论
元虹智能无人宾馆	经济型	近木兰大街 · 木兰	¥82起	5.0	共18条评论
尚志鼎泰酒店	舒适型	近中央大街/向阳路(路口) · 尚志	¥188起	4.9	共76条评论
亚布力滑雪场VIP16号别墅	舒适型	近亚布力温泉国际度假中心 · 尚志	¥4413起	4.9	共41条评论
延寿丽墅宾馆		近延寿夜市 · 延寿	¥100起	4.9	共18条评论
云鼎假日宾馆	经济型	近木兰大街 · 木兰	¥122起	4.9	共31条评论
亚布力君豪宾馆	经济型	近亚布力站 · 尚志	¥142起	4.7	共11条评论
巴彦碧海云天商务会馆		近文华文化学校 · 巴彦	¥136起	4.8	共43条评论
闲度宾馆		近木兰大街 · 木兰	¥108起	4.9	共36条评论
尚志万达宾馆		近亚布力站 · 尚志	¥172起	4.5	共16条评论
亚布力雪场北国春温泉度假山庄	舒适型	近亚布力东北冰雪民俗村 · 尚志	¥1356起	4.9	共66条评论
方正龙跃宾馆	三星级	近雅居 · 方正	¥169起	4.9	共181条评论
依兰鑫雅朵酒店	经济型	近依兰县人民政府 · 依兰	¥182起	4.5	共92条评论
宾县天福缘酒店	经济型	近宾县人民政府 · 宾县	¥119起	4.9	共34条评论
雪谷王家店家庭旅馆	经济型	近勇者家园 · 五常	¥145起	5.0	共10条评论
方正HB假日宾馆	经济型	近雅居 · 方正	¥179起	4.4	共49条评论
亚布力关东客栈	经济型	近亚布力森林温泉 · 尚志	¥442起	4.9	共17条评论
恒远宾馆(五常拉林镇店)	经济型	近拉林满族镇 · 五常	¥132起	4.8	共36条评论
五常富丽盛豪宾馆	经济型	近不夜城小区 · 五常	¥143起	4.7	共60条评论
宾县英杰温泉酒店	高档型	近宾县英杰温泉 · 宾县	¥549起	4.3	共46条评论
通河奕峰宾馆		近中央大街/东兴路(路口) · 通河	¥94起	4.8	共59条评论
尚志美家嘉华酒店	高档型	近苏杭名都 · 尚志	¥196起	4.6	共99条评论
延寿三亚宾馆		近延寿夜市 · 延寿	¥117起	4.9	共52条评论
尚志春天国际酒店	舒适型	近苏杭名都 · 尚志	¥224起	4.8	共215条评论
和泓格琳酒店		近哈尔滨市宾县公安局出入境接待大厅 · 宾县	¥163起	4.7	共15条评论
东方豪庭连锁酒店(宾县中医院店)	经济型	近宾县人民政府 · 宾县	¥111起	4.8	共99条评论
