城市	酒店名称	酒店类型	地址	报价	酒店排名	综合评分	点评数	最热评价
哈尔滨	尚志美家嘉华酒店	高档型	尚志腾飞大街龙泉名城7号楼	暂无报价	哈尔滨高档型酒店好评第55（共127家）	4.6	171	总的来说还不错,各方面都还是令人满意的。挺好的,安静,服务也好
哈尔滨	哈尔滨明悦快捷旅馆		哈尔滨南岗区和兴七道街71号	暂无报价		暂无评分	暂无评论	
哈尔滨	亚布力雪乡假日宾馆		尚志和平东路九丰家园1号楼	暂无报价	哈尔滨同档次酒店好评第2072（共9755家）	3.6		
哈尔滨	哈尔滨万顺宾馆		哈尔滨阿城区解放大街286号	暂无报价	哈尔滨同档次酒店好评第1526（共9605家）	4.2	106	卫生干净,安静,很好一家宾馆。卫生干净酒店太棒了,超过了我的想象
哈尔滨	哈尔滨博发假日酒店		哈尔滨道里区康安路26号大发市场内	¥ 154起	哈尔滨同档次酒店好评第1538（共10619家）	4.4	190	第一次入住这家酒店,整体体验很不错。入住押金程序有点繁琐,房间热水有点太慢
哈尔滨	哈尔滨左岸宾馆(江北师大学院路店)		哈尔滨呼兰区利民大道568号	暂无报价	哈尔滨同档次酒店好评第1799（共9628家）	3.9	53	总的来说还不错,各方面都还是令人满意的。老板服务很好,房间干净整洁
哈尔滨	哈尔滨润丰快捷宾馆(龙塔国际会展中心店)		哈尔滨香坊区延福街281号	暂无报价	哈尔滨同档次酒店好评第1063（共9605家）	4.5	31	很便宜,交通不错
哈尔滨	哈尔滨志鑫快捷宾馆		哈尔滨平房区友协大街148号	暂无报价	哈尔滨同档次酒店好评第1344（共9628家）	4.3		
哈尔滨	亚布力雪韵阁农家院		尚志亚布力滑雪场	暂无报价	哈尔滨同档次酒店好评第71（共9755家）	4.9	197	老板家的饭也很好吃,这里的人很实在
哈尔滨	哈尔滨都市春天快捷宾馆		哈尔滨道外区维新街71号	暂无报价	哈尔滨同档次酒店好评第1305（共9755家）	4.4		
哈尔滨	哈尔滨鑫鹏宾馆太平国际机场店		哈尔滨道里区哈双路与空港一路交口	暂无报价	哈尔滨同档次酒店好评第1457（共9606家）	4.3		
哈尔滨	亚布力雪杉酒店	舒适型	尚志金牌大道通信山庄会议厅东北50米	暂无报价	哈尔滨舒适型酒店好评第125（共226家）	4.5	7	性价比很高。性价比很高的酒店每次来都住这里
哈尔滨	哈尔滨南宏快捷宾馆		哈尔滨平房区建安二道街11-2	暂无报价	哈尔滨同档次酒店好评第1049（共9605家）	4.5		
哈尔滨	亚布力千喜商务宾馆		尚志亚布力镇和平路	暂无报价	哈尔滨同档次酒店好评第1441（共9755家）	4.3	28	服务非常热情。酒店很不错,干净卫生,室内宽敞
哈尔滨	哈尔滨宾悦酒店		哈尔滨香坊区红旗大街179号	暂无报价	哈尔滨同档次酒店好评第1009（共9559家）	4.5	25	态度特别好。房间明亮,服务热情,很棒,门口就是地铁
哈尔滨	哈尔滨亲亲宝贝日租公寓		哈尔滨道里区经纬360大厦A座812室	暂无报价	哈尔滨同档次酒店好评第821（共9628家）	4.6	78	性价比很高
哈尔滨	雪谷纪玉全家庭旅馆		五常山河屯林业局东升林场	暂无报价	哈尔滨同档次酒店好评第130（共9755家）	4.9		
哈尔滨	哈尔滨天翼快捷宾馆		哈尔滨南岗区比乐街22号	暂无报价		暂无评分	暂无评论	
哈尔滨	哈尔滨平安商务酒店	舒适型	哈尔滨平房区联乡路8号	暂无报价	哈尔滨舒适型酒店好评第123（共167家）	4.2	134	客房干净服务态度好。整体还算可以,比较老装修,早餐不错
哈尔滨	哈尔滨怡然之家快捷宾馆		哈尔滨道里区工农大街50号3号商服	暂无报价	哈尔滨同档次酒店好评第1875（共9628家）	3.8		
哈尔滨	汉庭酒店(哈尔滨鸿翔路店)	经济型	哈尔滨南岗区鸿翔路19号	¥ 131起	哈尔滨经济型酒店好评第48（共137家）	4.6	203	服务很好,早餐很棒,客房卫生很好。晚上回来有点感冒还喝了驱寒茶,特别棒
哈尔滨	哈尔滨小洋房公寓		哈尔滨道里区红专街25号201室院内2楼右门	暂无报价	哈尔滨同档次酒店好评第1073（共9628家）	4.5	79	最终选择了中央大街的这个俄式洋房小公寓。装修是俄罗斯的感觉
哈尔滨	天龙快捷宾馆(哈尔滨学院路店)		哈尔滨呼兰区学院路71号	暂无报价	哈尔滨同档次酒店好评第1687（共9628家）	4.0	22	就是隔音不是太好,旁边有ktv还是啥。老板人也很好
哈尔滨	苹果假日酒店(哈尔滨海城市场店)		哈尔滨南岗区文明街副9号	暂无报价	哈尔滨同档次酒店好评第1228（共10333家）	4.5	29	服务好房间干净整洁
哈尔滨	哈尔滨凯帝快捷宾馆		哈尔滨道里区顾乡大街152号	暂无报价		暂无评分	暂无评论	
哈尔滨	尚客优酒店(哈尔滨中央大街儿童医院店)	经济型	哈尔滨道里区友谊路22号	¥ 149起	哈尔滨经济型酒店好评第100（共126家）	4.2	186	距离儿童医院很近,老板服务态度很好。老板态度很好,有问题主动给解决
哈尔滨	江湾大酒店(哈尔滨中央大街防洪纪念塔店)	舒适型	哈尔滨道里区防洪胡同18号	暂无报价	哈尔滨舒适型酒店好评第1107（共9628家）	4.5	313	没有使我失望,位置好,服务好,价格合适。看得见江水、太阳岛的树林、远处的楼
哈尔滨	五常富丽盛豪宾馆		五常运输路77号	暂无报价	哈尔滨同档次酒店好评第1563（共9755家）	4.2	8	干净整洁,服务非常好。服务一般收取押金没有免费的水
哈尔滨	逍游艾斯登宾馆(哈尔滨哈西万达店)		哈尔滨南岗区南兴街135号	暂无报价	哈尔滨同档次酒店好评第1130（共9628家）	4.5		
哈尔滨	宏凯商务连锁宾馆(哈尔滨巴洛克店)		哈尔滨道外区南七道街40号	¥ 90起	哈尔滨同档次酒店好评第1893（共10446家）	4.2	108	离酒蒙子一条街特别近,吃烧烤太方便
哈尔滨	滨鑫公寓(哈尔滨乐松店)		哈尔滨香坊区乐松凯旋广场A栋公寓2005	暂无报价	哈尔滨同档次酒店好评第1501（共9536家）	4.2		
哈尔滨	哈尔滨晟恒公寓		哈尔滨南岗区测绘路150号学府经典小区7号楼1单元	暂无报价	哈尔滨同档次酒店好评第1126（共9628家）	4.5	41	房间宽敞明亮,很舒适
哈尔滨	哈尔滨亚布力亿豪度假别墅(大道分店)		尚志哈尔滨尚志市亚布力滑雪旅游度假区	暂无报价	哈尔滨同档次酒店好评第1（共10460家）	5.0		
哈尔滨	亚布力奥林匹克俱乐部	舒适型	尚志金牌大道近郊亚布力滑雪场	暂无报价	哈尔滨舒适型酒店好评第161（共226家）	4.2		
哈尔滨	哈尔滨丽景花园酒店(中央大街店)	高档型	哈尔滨道里区河梁街76号	暂无报价	哈尔滨高档型酒店好评第60（共137家）	4.6	525	干净卫生舒适,很不错哦,值得信赖。房间宽敞,干净
哈尔滨	哈尔滨九三宾馆		哈尔滨南岗区文化街123号	暂无报价	哈尔滨同档次酒店好评第758（共9628家）	4.6		
哈尔滨	雪谷冰雪之约客栈		五常山河屯林业局东升林场中国雪谷	¥ 90起	哈尔滨同档次酒店好评第81（共9628家）	4.9	60	客栈老板老板娘人很好,房间很干净。干净整洁~服务:老板和老板娘都很热情
哈尔滨	雪谷赵姐驴友驿站		五常山河屯林业局东升林场(雪谷)	¥ 112起	哈尔滨同档次酒店好评第176（共9755家）	4.8		
哈尔滨	哈尔滨切尔思宾馆		哈尔滨香坊区鸿业街10号(高丽一条街)	暂无报价	哈尔滨同档次酒店好评第972（共9628家）	4.5		
哈尔滨	水云涧青年旅舍(哈尔滨中央大街店)		哈尔滨道里区江畔路166号	暂无报价	哈尔滨同档次酒店好评第2077（共10279家）	3.7	6	第一次入住这家酒店,整体体验很不错。哈尔滨最物超所值的住处,经济实惠
哈尔滨	雪谷雪姑娘客栈		五常山河屯林业局东升林场雪谷	¥ 182起	哈尔滨同档次酒店好评第89（共10619家）	5.0	108	住的还很舒服,红艳艳的大花炕。铁树银花也玩了,铁锅炖也吃了份量很大
哈尔滨	哈尔滨铁滨旅店		哈尔滨南岗区海城街174号	暂无报价	哈尔滨同档次酒店好评第327（共9628家）	4.7		
哈尔滨	哈尔滨天悦时尚快捷宾馆		哈尔滨香坊区民生路144号	暂无报价	哈尔滨同档次酒店好评第703（共9628家）	4.7	46	老板很热情,服务态度非常好。第一次入住这家酒店,整体体验很不错
哈尔滨	哈尔滨君逸酒店	豪华型	哈尔滨南岗区宣化街290号	¥ 809起	哈尔滨豪华型酒店好评第3（共24家）	4.9	1325	酒店里的圣诞装饰很温馨。小红服务好,很满意,会再来的,满意
哈尔滨	哈尔滨大商旅馆		哈尔滨松北区学海街银河小区3号15号门市	暂无报价		暂无评分	暂无评论	
哈尔滨	哈尔滨涵舍客栈		哈尔滨松北区中源大道11088号凯利汽配百货广场东1-52号	暂无报价	哈尔滨同档次酒店好评第1110（共11907家）	4.3		
哈尔滨	哈尔滨爱浓新概念旅馆		哈尔滨香坊区团结街7-10	暂无报价	哈尔滨同档次酒店好评第1437（共9559家）	4.3	49	屋里的地暖嘎嘎暖和,老板人特别好,热情。环境特别干净,周边也很便利
哈尔滨	哈尔滨博昊时尚旅馆		哈尔滨南岗区汉祥街91号	暂无报价		暂无评分	暂无评论	
哈尔滨	哈尔滨金安商务宾馆		哈尔滨双城区民安大街金安奥运新城(景观大道中段道路东侧)	¥ 100起	哈尔滨同档次酒店好评第675（共9628家）	4.7	188	性价比很高的酒店房间非常干净热情服务。很好很好很好环境干净空间大
哈尔滨	哈尔滨凯瑞宾馆(中央大街市五中店)		哈尔滨道里区安升街27号	暂无报价	哈尔滨同档次酒店好评第2087（共9628家）	3.0		
哈尔滨	哈尔滨8090快捷宾馆		哈尔滨香坊区安埠街385号	暂无报价		暂无评分	暂无评论	
哈尔滨	哈尔滨尚美宾馆		哈尔滨道外区太平大街28号	暂无报价	哈尔滨同档次酒店好评第2197（共10318家）	3.5	27	老板特别热情,服务好,屋里也暖和
哈尔滨	哈尔滨春秋宾馆		哈尔滨南岗区南直路209号	暂无报价	哈尔滨同档次酒店好评第1704（共9628家）	4.0	14	这家宾馆的服务非常好,很贴心。酒店不错,交通便利,屋里干净,明亮
哈尔滨	哈尔滨文化用品招待所		哈尔滨南岗区建筑街1号	暂无报价	哈尔滨同档次酒店好评第1893（共9628家）	3.7	36	离火车站很近。没有独卫的小旅店不知高到哪里去了
哈尔滨	哈尔滨辛胜商务宾馆		哈尔滨道外区红旗大街567号	暂无报价	哈尔滨同档次酒店好评第2026（共9628家）	3.4		
哈尔滨	曦威时尚会所(哈尔滨冰雪大世界店)		哈尔滨呼兰区学院路金泰蓝郡小区10号楼1单元	暂无报价	哈尔滨同档次酒店好评第3299（共11139家）	3.4		
哈尔滨	伊诺公寓(哈尔滨哈西万达店)		哈尔滨南岗区中兴大道162号万达公寓SOHOA座223室	暂无报价	哈尔滨同档次酒店好评第1078（共9628家）	4.5		
哈尔滨	金岛快捷宾馆		哈尔滨道外区南直路733	暂无报价	哈尔滨同档次酒店好评第2205（共10380家）	3.6	27	宾馆很不错。中央大街,太阳岛交通便利,附近饭店多
哈尔滨	亚布力沁园春别墅		尚志亚布力滑雪旅游度假区雪山路8号	暂无报价	哈尔滨同档次酒店好评第95（共9628家）	4.9	58	房间还不错,性价比高。老板夫妻非常细心体贴,让我感觉不是住店
哈尔滨	雪谷小方客栈		五常山河屯林业局中国雪谷	¥ 80起	哈尔滨同档次酒店好评第88（共10619家）	5.0	349	房东的热情,卫生也很干净,性价比很高。房间很干净,性价比很高,相当的满意
哈尔滨	哈尔滨兰卡精致酒店	高档型	哈尔滨道里区群力区群力第七大道2999号	暂无报价	哈尔滨高档型酒店好评第68（共138家）	4.5	275	房间非常干净整洁,服务态度好。最重要的是干净,早餐很好吃
哈尔滨	哈尔滨鹤岗宾馆		哈尔滨南岗区马家街3号	暂无报价	哈尔滨同档次酒店好评第268（共9628家）	4.7	214	酒店太棒了,超过了我的想象。热水也供应的很好
哈尔滨	哈尔滨嘉龙快捷宾馆		哈尔滨南岗区清明三道街汉祥家园小区7-3-5号	暂无报价		暂无评分	暂无评论	
哈尔滨	哈尔滨大自然快捷宾馆(农业大学店)		哈尔滨香坊区东北农业大学木材东街26-7号	暂无报价	哈尔滨同档次酒店好评第1911（共9628家）	3.7	8	整体环境特别好房间卫生打扫的干干净净。农大附近挺不错的宾馆,门前停车方便
哈尔滨	哈尔滨悦城旅馆		哈尔滨南岗区和谐大道悦城小区高1-4号门市	暂无报价		暂无评分	暂无评论	
哈尔滨	哈尔滨家佳精品宾馆(剑桥学院店)		哈尔滨香坊区哈平路7公里处哈南之星小区	暂无报价	哈尔滨同档次酒店好评第1317（共9628家）	4.4	42	老板娘很好
哈尔滨	五常凤凰山假日酒店		五常凤凰山国家森林公园售票处的首户	暂无报价	哈尔滨同档次酒店好评第1049（共9628家）	4.5	39	老板小帅哥人特别好。老板小帅哥人特别好
哈尔滨	五常灰鲸电竞酒店		五常五常镇成功街福顺家园17栋1层	暂无报价	哈尔滨同档次酒店好评第1839（共9605家）	3.8	36	前台服务态度不好,需要再次培训。服务态度好
哈尔滨	五常月星主题宾馆		五常南二道街龙江银行胡同	暂无报价	哈尔滨同档次酒店好评第1042（共9605家）	4.5	119	因为性价比非常高,每次来都会有新的惊喜。前台很热情
哈尔滨	尚志和汇商务宾馆		尚志站前路30号	暂无报价	哈尔滨同档次酒店好评第1751（共9755家）	4.1		
哈尔滨	哈尔滨阳光晓屋住宿		哈尔滨南岗区南岗东大直街146号上和置地广场17楼	暂无报价		暂无评分	暂无评论	
哈尔滨	乐居快捷宾馆(医大三院店)		哈尔滨香坊区哈平路147-1-2号	暂无报价	哈尔滨同档次酒店好评第1725（共9628家）	4.0	24	蛮安静的不错,服务态度很好。干净卫生,离肿瘤医院很近
哈尔滨	瑷诚宾馆(哈尔滨六顺街店)		哈尔滨香坊区六顺街161号	暂无报价		暂无评分	暂无评论	
哈尔滨	哈尔滨乐宝时尚宾馆		哈尔滨松北区中源大道银河小区4号楼8号商服	暂无报价	哈尔滨同档次酒店好评第660（共9628家）	4.7	13	房间不错,很舒服,空间很大。第一次入住这家酒店,整体体验很不错
哈尔滨	哈尔滨天汇旅馆		哈尔滨道里区中医街16号	暂无报价	哈尔滨同档次酒店好评第1836（共9628家）	3.8	34	服务态度好,非常非常好
哈尔滨	哈尔滨泰西宾馆		哈尔滨呼兰区世亨路寓花园小区12号	暂无报价	哈尔滨同档次酒店好评第912（共9628家）	4.6		
哈尔滨	温馨旅馆(哈尔滨学院路农垦店)		哈尔滨呼兰区学院路教师公寓1b楼401	暂无报价	哈尔滨同档次酒店好评第1586（共9628家）	4.1	40	老板亲切随和人很好。像家一样住着特别温馨
哈尔滨	亚布力付家大院酒店		尚志亚布力镇大青山村	暂无报价	哈尔滨同档次酒店好评第694（共9755家）	4.7	16	帅气的老板大哥人很好
哈尔滨	途径银泰精品公寓(哈尔滨群力银泰城店)		哈尔滨道里区道里区群力丽江路4206银泰城E座15楼1503室	¥ 1000起	哈尔滨同档次酒店好评第366（共9755家）	4.7	321	整体体验很不错。位置很方便,卫生也挺好,洗手间很大
哈尔滨	雪黎酒店(哈尔滨高铁西站万达广场店)	高档型	哈尔滨南岗区中兴大道251号西城红场C座24-31层(32层办理入住)	暂无报价	哈尔滨高档型酒店好评第74（共138家）	4.5	693	服务超级贴心,特别好评。服务非常好哦,备注了自己需要的房型
